35
17
249
5;15
193
4;5
1;10
10;6
15;6
3;8
8;0
15;16
2;8
7;5
9;5
2;5
7;3
11;5
1;3
2;1
1;16
14;10
11;3
10;3
15;7
15;3
7;1
6;12
4;10
10;4
7;2
7;10
7;4
8;4
4;1
0;12
13;3
7;0
14;7
5;15
16;8
5;13
11;12
15;12
7;12
7;8
16;7
8;6
4;4
1;8
14;13
16;9
10;14
13;10
1;12
2;12
6;10
15;13
10;13
2;14
9;14
5;2
14;5
9;7
11;10
9;3
3;0
7;13
1;0
9;16
14;3
3;9
12;15
16;14
1;1
3;14
8;12
1;7
14;4
5;5
16;15
9;6
2;7
13;4
8;8
8;3
0;5
3;6
11;13
1;15
11;8
9;8
10;5
1;5
3;13
2;11
0;13
1;11
15;4
6;16
13;14
12;2
12;3
5;12
5;4
7;16
3;15
6;13
7;14
11;2
6;7
0;8
11;4
4;14
12;1
16;6
13;5
2;15
12;10
16;10
0;15
1;13
12;14
6;15
6;9
15;0
8;10
9;13
4;2
10;10
1;4
8;16
5;8
12;6
11;16
10;9
10;11
16;1
11;14
10;0
15;10
14;11
9;2
2;16
6;8
9;15
4;11
2;4
5;6
0;4
15;14
9;0
5;11
14;8
13;12
12;0
9;4
10;2
9;1
5;9
16;13
12;7
2;2
12;13
2;0
16;5
13;2
6;2
11;9
6;1
4;3
14;6
8;14
1;2
2;10
16;11
0;6
16;0
8;11
7;9
15;2
5;10
13;9
3;5
9;12
16;16
6;6
12;8
0;9
5;16
0;7
3;12
8;13
14;12
0;3
14;1
7;11
13;11
14;31
193
6;0
15;13
3;9
0;9
3;1
0;15
16;9
14;5
12;14
2;2
15;3
11;1
1;10
1;4
0;7
2;1
3;14
2;3
0;5
12;0
9;1
2;4
11;14
13;9
7;10
7;9
11;4
2;16
10;16
4;11
2;6
1;1
5;15
16;16
10;15
4;12
14;13
10;10
14;0
5;12
6;12
11;7
4;16
12;11
3;7
11;6
9;3
0;13
2;7
5;1
4;1
5;7
4;13
13;11
12;12
12;1
9;12
13;10
0;12
16;4
3;10
15;4
6;2
11;16
14;7
3;12
10;11
8;8
8;11
3;0
16;10
16;1
1;11
4;3
10;7
9;15
14;4
13;2
0;4
9;7
15;0
16;2
2;14
14;16
11;15
8;3
13;5
3;16
12;4
8;9
3;4
4;15
7;16
2;11
11;11
8;6
8;0
16;5
10;0
10;3
3;5
6;7
0;11
9;8
5;3
9;14
1;6
14;12
7;5
7;4
11;9
12;2
13;13
15;12
1;16
5;9
5;6
6;9
13;4
15;9
8;16
13;3
13;12
12;13
14;6
7;2
5;8
1;9
15;6
12;7
9;11
4;5
9;6
3;3
5;0
11;8
9;13
14;9
11;3
14;1
13;8
15;1
0;16
9;2
13;16
15;10
2;0
13;1
5;5
7;7
6;5
0;1
4;2
8;2
2;13
9;4
7;13
6;15
10;13
16;0
8;7
15;14
4;4
12;3
6;10
12;15
10;12
11;5
5;4
10;1
0;8
4;10
8;4
6;1
2;10
6;4
15;15
11;10
9;16
8;1
0;3
7;0
6;13
4;6
10;5
16;15
3;15
3;11
0;0
9;5
7;15
14;2
10;14
0;33
193
7;1
2;9
9;10
13;11
15;16
1;10
16;7
2;11
15;12
12;5
0;5
12;1
16;9
8;7
10;10
10;8
15;14
13;6
1;15
10;12
12;16
0;1
0;8
5;11
12;15
7;11
13;13
11;14
6;3
13;16
13;3
9;2
4;8
1;12
9;9
13;7
16;1
12;9
10;14
4;9
5;14
14;14
10;0
13;14
0;10
6;12
0;13
7;4
8;2
11;13
1;6
1;0
8;11
6;2
15;7
10;2
10;4
6;16
8;3
2;15
9;0
3;2
11;7
15;6
2;13
6;13
0;4
1;16
3;1
11;0
12;11
8;10
5;1
0;12
8;13
2;12
1;5
9;12
15;5
14;6
16;11
4;3
2;16
9;7
7;9
16;14
13;10
14;11
7;14
14;15
9;15
3;3
14;9
6;1
2;5
10;7
9;11
8;9
16;12
12;12
13;2
4;12
16;2
15;13
7;5
15;8
9;14
16;13
11;8
9;13
7;16
0;2
3;8
8;14
0;16
14;10
16;5
4;7
11;3
10;13
8;16
8;5
10;15
10;5
8;12
3;10
14;0
3;7
0;14
9;1
12;3
3;14
12;4
4;11
0;3
16;16
1;14
1;11
10;6
6;11
14;7
14;12
11;9
11;6
5;8
12;0
4;1
1;2
5;2
2;8
11;12
4;5
7;0
8;1
13;5
16;3
5;10
6;8
9;5
11;15
15;3
12;2
12;13
16;4
12;6
7;8
8;6
11;1
3;16
4;4
12;8
2;2
7;13
13;9
10;11
1;13
15;11
15;15
2;10
5;15
11;5
15;1
3;11
5;16
13;12
14;5
7;7
5;4
13;0
5;12
16;8
9;8
14;3
1;25
193
2;13
1;16
8;5
2;6
0;10
4;11
11;14
11;0
0;13
14;10
12;13
13;10
0;6
9;16
2;3
5;5
5;8
2;15
14;9
7;3
7;9
4;10
10;9
14;4
15;2
16;1
1;13
15;13
6;7
9;7
13;3
14;0
14;13
7;4
7;10
13;1
13;8
14;6
7;5
8;11
7;6
8;14
1;6
13;14
16;16
5;6
8;1
12;15
5;13
3;5
6;11
13;15
1;3
1;2
0;16
3;0
1;4
1;7
4;4
12;1
16;3
7;8
15;7
12;9
11;12
5;0
15;6
16;6
0;8
8;8
11;3
3;9
2;0
11;7
11;15
0;5
12;3
3;10
3;12
0;4
4;1
16;8
0;0
11;8
13;5
9;8
2;14
13;0
0;2
9;12
8;9
10;1
8;10
3;6
9;4
12;2
4;16
13;6
7;7
8;13
13;13
5;4
7;2
8;0
4;5
11;16
0;11
12;8
6;0
16;2
3;15
2;5
5;10
6;12
13;2
6;4
15;9
16;10
12;4
2;4
16;4
0;12
12;14
7;12
8;6
14;12
0;15
13;4
8;4
10;4
2;12
3;11
15;11
5;12
2;8
1;0
9;10
1;14
4;8
14;5
12;10
3;4
9;15
9;3
15;16
9;2
8;16
3;1
4;9
0;14
7;14
8;15
10;15
16;14
5;7
15;1
11;11
7;15
6;10
0;7
15;3
12;16
0;1
11;6
6;3
6;16
15;15
6;14
3;8
4;2
0;9
7;11
5;3
9;6
6;13
6;5
1;8
10;16
2;1
10;2
6;15
11;5
14;2
14;3
15;4
1;15
1;11
8;7
12;0
3;2
16;7
5;2
4;12
11;34
193
13;3
10;2
2;6
0;7
15;11
2;10
4;9
10;3
10;1
16;15
11;6
8;6
16;5
8;15
12;5
1;14
4;16
15;8
6;12
8;1
5;16
9;2
10;13
5;3
7;8
8;3
1;11
14;10
4;13
13;0
9;5
0;8
4;15
10;16
5;9
6;16
12;1
9;8
16;2
1;9
10;6
9;3
6;14
4;4
13;7
2;1
5;13
3;15
7;6
16;14
11;3
3;11
4;3
12;16
13;11
9;10
3;16
14;0
12;3
14;2
15;14
1;13
16;6
1;8
1;16
2;0
0;15
14;8
7;9
2;11
9;15
14;1
14;9
