35
17
240
5;15
208
4;5
1;10
10;6
15;6
3;8
8;0
15;16
2;8
7;5
9;5
2;5
7;3
11;5
1;3
2;1
1;16
14;10
11;3
10;3
15;7
15;3
7;1
6;12
4;10
10;4
7;2
7;10
7;4
8;4
4;1
0;12
13;3
7;0
14;7
5;15
16;8
5;13
11;12
15;12
7;12
7;8
16;7
8;6
4;4
1;8
14;13
16;9
10;14
13;10
1;12
2;12
6;10
15;13
10;13
2;14
9;14
5;2
14;5
9;7
11;10
9;3
3;0
7;13
1;0
9;16
14;3
3;9
12;15
16;14
1;1
3;14
8;12
1;7
14;4
5;5
16;15
9;6
2;7
13;4
8;8
8;3
0;5
3;6
11;13
1;15
11;8
9;8
10;5
1;5
3;13
2;11
0;13
1;11
15;4
6;16
13;14
12;2
12;3
5;12
5;4
7;16
3;15
6;13
7;14
11;2
6;7
0;8
11;4
4;14
12;1
16;6
13;5
2;15
12;10
16;10
0;15
1;13
12;14
6;15
6;9
15;0
8;10
9;13
4;2
10;10
1;4
8;16
5;8
12;6
11;16
10;9
10;11
16;1
11;14
10;0
15;10
14;11
9;2
2;16
6;8
9;15
4;11
2;4
5;6
0;4
15;14
9;0
5;11
14;8
13;12
12;0
9;4
10;2
9;1
5;9
16;13
12;7
2;2
12;13
2;0
16;5
13;2
6;2
11;9
6;1
4;3
14;6
8;14
1;2
2;10
16;11
0;6
16;0
8;11
7;9
15;2
5;10
13;9
3;5
9;12
16;16
6;6
12;8
0;9
5;16
0;7
3;12
8;13
14;12
0;3
14;1
7;11
13;11
10;8
13;6
5;3
6;11
11;11
12;9
11;15
4;0
16;2
10;15
2;13
4;9
8;7
2;9
12;5
20;28
208
1;5
3;2
1;6
1;4
11;12
8;10
1;7
11;9
13;6
7;1
7;0
10;15
2;2
10;11
3;16
1;8
1;3
5;4
16;16
10;9
4;0
14;11
10;3
13;14
5;0
6;2
11;1
4;3
12;7
2;10
11;0
8;12
0;2
1;9
4;5
3;4
4;12
0;16
13;7
1;11
11;13
9;4
0;8
2;1
16;3
2;12
15;2
5;7
11;11
14;4
11;10
10;4
7;15
8;1
4;10
16;10
16;0
1;2
15;16
10;0
9;7
14;1
12;14
3;15
8;15
14;15
16;1
1;16
14;13
11;8
7;9
13;1
7;14
11;15
3;1
0;4
2;3
7;4
10;16
11;4
7;12
7;5
16;4
3;9
9;11
9;2
5;9
10;10
3;13
11;14
9;5
13;4
14;9
6;9
6;7
11;2
4;7
13;8
15;10
1;1
11;3
4;8
5;11
12;15
15;7
8;4
3;11
2;4
12;6
14;2
6;4
10;14
10;12
15;3
12;0
8;16
3;7
0;5
12;5
4;13
3;3
9;1
2;15
0;13
13;13
13;2
3;14
11;7
8;5
13;11
15;8
10;5
12;11
0;7
6;10
14;8
5;13
16;9
3;6
7;10
8;7
8;8
2;16
10;1
15;15
4;4
15;12
3;0
8;6
2;8
2;5
9;16
5;2
0;15
2;7
6;16
3;5
13;0
15;11
10;13
1;10
15;13
0;11
9;3
14;3
7;16
15;6
9;9
5;8
4;15
16;15
9;13
8;9
0;0
9;6
13;10
13;12
7;2
8;11
13;3
10;2
4;16
6;15
2;9
11;5
16;13
2;6
0;1
15;5
4;1
15;4
16;14
13;16
5;16
14;12
10;8
4;6
2;0
7;7
5;5
12;3
1;13
5;6
6;0
9;15
6;14
6;3
0;12
19;22
208
12;12
8;4
3;0
13;10
8;12
13;0
15;16
12;0
10;2
0;2
4;8
14;10
9;2
13;8
11;3
5;7
7;6
6;1
7;0
11;2
4;4
12;15
7;11
4;12
15;4
9;4
9;6
5;10
7;1
11;1
7;16
4;11
10;11
15;3
5;16
0;15
15;14
0;3
7;9
10;3
12;1
7;7
3;8
16;8
7;10
7;4
15;9
8;11
15;0
14;0
16;10
0;16
4;0
8;5
6;2
16;14
13;1
14;5
6;8
0;11
8;13
15;2
14;2
4;7
8;10
9;7
8;9
2;11
16;12
2;6
12;8
2;16
16;0
2;12
5;13
1;7
2;13
3;1
10;10
3;13
6;7
8;6
10;14
2;7
15;11
14;3
16;3
6;16
2;5
9;11
2;4
6;13
9;13
9;1
7;3
5;9
0;13
6;10
3;14
2;10
11;5
5;0
5;15
13;15
3;5
16;16
5;14
1;16
9;0
3;16
1;0
3;6
10;7
10;4
4;5
10;16
2;1
1;9
2;0
3;15
4;10
16;7
4;6
3;10
4;2
1;3
8;16
6;3
5;5
10;12
14;12
5;6
11;13
