35
17
249
5;15
199
4;5
1;10
10;6
15;6
3;8
8;0
15;16
2;8
7;5
9;5
2;5
7;3
11;5
1;3
2;1
1;16
14;10
11;3
10;3
15;7
15;3
7;1
6;12
4;10
10;4
7;2
7;10
7;4
8;4
4;1
0;12
13;3
7;0
14;7
5;15
16;8
5;13
11;12
15;12
7;12
7;8
16;7
8;6
4;4
1;8
14;13
16;9
10;14
13;10
1;12
2;12
6;10
15;13
10;13
2;14
9;14
5;2
14;5
9;7
11;10
9;3
3;0
7;13
1;0
9;16
14;3
3;9
12;15
16;14
1;1
3;14
8;12
1;7
14;4
5;5
16;15
9;6
2;7
13;4
8;8
8;3
0;5
3;6
11;13
1;15
11;8
9;8
10;5
1;5
3;13
2;11
0;13
1;11
15;4
6;16
13;14
12;2
12;3
5;12
5;4
7;16
3;15
6;13
7;14
11;2
6;7
0;8
11;4
4;14
12;1
16;6
13;5
2;15
12;10
16;10
0;15
1;13
12;14
6;15
6;9
15;0
8;10
9;13
4;2
10;10
1;4
8;16
5;8
12;6
11;16
10;9
10;11
16;1
11;14
10;0
15;10
14;11
9;2
2;16
6;8
9;15
4;11
2;4
5;6
0;4
15;14
9;0
5;11
14;8
13;12
12;0
9;4
10;2
9;1
5;9
16;13
12;7
2;2
12;13
2;0
16;5
13;2
6;2
11;9
6;1
4;3
14;6
8;14
1;2
2;10
16;11
0;6
16;0
8;11
7;9
15;2
5;10
13;9
3;5
9;12
16;16
6;6
12;8
0;9
5;16
0;7
3;12
8;13
14;12
0;3
14;1
7;11
13;11
10;8
13;6
5;3
6;11
11;11
12;9
0;23
199
16;9
14;4
12;12
1;13
15;3
10;15
1;5
0;15
0;1
0;3
3;9
1;14
0;9
11;15
8;15
1;16
11;12
13;8
7;7
7;5
11;2
2;11
10;14
4;6
2;0
1;12
5;11
16;16
10;13
4;7
14;12
10;7
13;15
5;7
6;8
11;4
4;11
12;9
3;1
2;1
9;0
13;16
11;5
4;13
3;12
5;2
4;8
13;10
12;10
11;16
9;9
13;9
2;10
16;4
3;4
15;4
5;14
11;14
14;5
11;13
10;9
8;4
8;7
5;1
16;10
16;1
0;6
16;0
10;4
9;12
14;3
13;0
1;8
9;3
14;16
16;2
2;8
14;15
0;16
7;15
13;4
8;3
12;1
3;10
0;13
4;9
7;11
11;3
11;8
8;2
7;13
3;2
9;13
9;16
9;8
6;1
0;5
9;4
4;14
9;10
13;7
14;11
7;0
6;16
11;6
2;15
13;11
15;12
1;10
5;3
14;14
6;3
13;1
15;8
8;11
4;3
2;13
2;14
3;7
6;13
1;4
11;0
15;5
12;4
9;6
3;16
9;1
2;3
7;14
2;5
5;9
14;7
7;2
2;7
13;6
15;0
3;8
8;13
13;14
15;9
10;11
12;15
3;6
11;1
14;10
6;5
3;13
1;9
1;15
0;14
2;6
4;16
10;8
15;16
8;1
15;13
10;12
6;9
6;14
0;2
0;11
5;5
6;11
4;1
6;15
3;14
13;5
9;2
7;1
2;2
15;14
2;12
4;4
7;12
5;16
2;16
6;2
10;1
5;8
16;15
10;5
5;12
4;5
9;7
8;12
7;9
0;7
1;11
3;0
4;15
10;3
10;0
8;10
8;0
16;13
12;3
0;0
15;7
1;3
15;28
199
16;8
8;0
10;5
10;3
15;13
13;3
1;4
10;7
12;13
1;16
15;11
5;2
12;12
7;4
13;10
11;10
5;12
13;14
13;0
8;13
3;15
1;0
9;4
13;4
16;0
12;5
10;9
3;16
5;5
14;12
9;11
13;12
11;9
6;3
7;16
6;13
7;12
1;15
5;1
0;5
8;4
5;9
15;6
9;13
9;15
6;7
7;13
11;8
8;10
2;7
11;2
15;5
6;12
6;4
15;15
0;6
8;3
10;12
12;7
8;2
4;7
16;9
8;5
2;0
0;10
9;5
15;3
14;4
16;10
3;8
5;0
9;0
6;16
16;14
13;6
14;8
7;5
14;13
9;7
3;0
14;6
5;7
1;5
10;0
9;3
0;1
16;12
3;7
12;15
16;11
16;1
3;13
3;1
2;8
9;6
2;4
2;16
3;14
4;8
9;1
11;7
3;11
0;4
14;7
16;4
7;14
10;13
0;2
8;7
7;11
0;7
2;9
4;1
8;1
13;13
7;9
10;2
8;8
11;14
6;1
11;15
14;3
13;7
16;16
6;15
5;8
9;14
3;5
7;2
14;9
5;11
10;15
5;6
0;15
1;9
0;3
3;9
4;10
11;4
0;0
10;4
4;11
1;1
16;2
7;7
0;13
2;14
5;15
15;0
11;11
12;6
16;3
7;1
6;10
11;0
10;8
13;11
1;6
12;0
1;7
11;13
13;2
4;15
12;14
15;9
6;0
11;5
0;12
3;6
14;14
3;2
4;0
4;6
14;0
4;16
14;11
12;9
8;11
16;7
2;3
3;4
11;3
11;12
6;8
10;10
1;2
11;1
10;6
15;2
14;15
4;3
6;6
1;13
